Word_Count,Keyword_Density,Meta_Title_Length,Meta_Desc_Length,Alt_Tag_Percent,SEO_Score
1459,1.11,36,156,96,61
522,1.24,69,144,61,60
302,1.94,37,177,85,65
1559,1.86,64,84,92,71
1153,1.73,38,83,33,47
1788,2.29,42,124,40,65
527,1.29,68,70,32,50
1977,2.46,49,102,56,64
798,0.94,50,139,73,61
2185,2.46,48,125,47,67
2315,2.16,31,92,59,66
1462,2.21,69,123,99,74
1599,1.7,59,159,76,76
1376,2.17,52,72,63,54
1014,0.7,69,115,71,50
1247,2.63,42,75,52,59
1169,0.64,62,173,69,57
1370,0.87,61,94,44,46
393,1.94,57,180,86,68
859,2.35,53,86,43,49
2075,0.69,57,97,41,54
735,2.8,59,101,64,67
1151,2.93,70,162,54,69
504,2.01,58,92,31,50
1399,1.7,63,174,47,68
376,2.35,51,85,64,57
1115,1.32,54,165,38,58
1067,1.73,43,95,40,52
405,2.79,39,102,96,67
2435,2.89,39,127,98,86
2046,2.82,37,117,67,76
1765,1.16,43,152,99,77
544,1.08,67,124,88,65
1705,1.24,61,110,95,67
1281,1.6,61,131,70,62
2036,1.29,32,86,53,60
441,1.44,49,171,79,72
1192,2.05,42,128,34,56
1691,2.41,52,83,50,66
844,2.34,48,151,35,58
2499,2.54,45,90,33,70
1769,0.58,65,132,38,45
1062,0.62,64,115,98,57
923,2.47,36,124,97,72
955,1.83,66,131,38,54
1547,1.95,37,108,47,60
342,0.63,54,111,88,52
1326,1.14,52,117,72,61
1960,2.1,39,172,95,77
1591,2.65,59,97,58,73
895,2.79,62,153,77,85
1312,1.75,40,75,80,55
2410,1.86,64,128,71,73
1257,2.58,56,159,65,73
860,1.84,32,139,74,60
1630,1.79,37,108,64,55
1612,2.76,42,126,35,63
2121,2.47,32,123,66,78
1850,2.77,49,129,65,81
1149,1.05,64,159,45,53
1578,1.81,42,86,51,65
1833,2.61,49,109,98,76
2114,0.78,53,135,98,71
2041,2.49,38,154,92,80
905,0.96,59,123,48,55
1786,2.52,54,140,47,66
1594,2.03,45,113,46,58
1045,0.98,37,153,70,50
857,1.68,57,136,62,55
2411,2.2,41,126,84,73
1241,2.08,53,105,53,56
1569,1.57,58,126,69,69
1239,2.75,44,112,57,64
1910,1.8,47,113,96,70
2025,1.76,36,131,68,57
1284,0.66,42,152,50,56
1887,2.81,48,130,66,67
1636,0.94,34,163,31,52
2174,1.82,55,80,35,66
961,2.51,31,146,81,75
332,1.04,62,102,34,35
2116,1.82,66,171,76,79
2420,1.1,54,135,72,73
2189,2.4,54,179,69,80
1456,1.91,68,92,40,65
360,2.64,59,118,43,49
1843,2.74,70,89,31,69
571,2.12,33,163,68,63
1499,2.31,48,84,92,63
2106,1.87,56,135,92,81
1454,1.46,68,99,47,53
1425,2.12,53,158,30,72
609,2.77,66,73,46,57
1615,1.54,54,133,83,67
2045,1.29,58,134,68,62
637,1.47,60,77,77,52
309,1.59,64,121,95,58
348,0.68,57,83,44,40
1810,1.75,67,127,51,69
1644,1.74,33,80,49,52
1030,1.97,57,128,72,66
1094,1.41,60,93,85,55
1948,2.03,52,157,53,66
432,2.7,43,101,72,66
2430,2.89,57,158,50,79
2404,1.96,43,115,77,74
675,0.61,30,97,95,35
570,2.92,61,85,45,62
1806,2.26,70,111,69,80
2458,1.34,47,172,50,70
375,0.87,34,85,81,44
2256,0.86,44,169,37,68
1966,0.92,45,81,84,60
628,0.61,65,145,87,54
2469,2.76,65,131,34,75
340,1.85,69,103,71,55
1490,2.25,59,107,59,71
2356,2.57,67,153,38,85
312,2.48,52,116,70,66
1223,2.71,40,148,80,69
2142,2.92,54,91,86,80
1532,1.6,31,149,90,70
1514,2.88,64,157,35,68
952,2.31,53,72,55,61
2003,0.68,42,70,35,49
920,2.2,66,122,82,72
2262,2.22,59,133,90,86
1945,2.76,40,113,62,71
716,1.43,52,116,74,52
963,1.96,57,107,69,67
2078,0.53,58,132,53,58
1679,1.33,44,150,74,62
447,0.66,32,110,67,42
2345,1.8,38,90,58,64
1688,2.54,37,114,37,60
2025,1.02,62,180,93,79
701,1.82,63,82,80,68
1815,1.01,38,135,35,46
2331,0.8,46,135,76,59
528,1.78,70,112,78,68
1898,0.7,30,131,61,58
567,1.97,69,158,83,78
1728,0.58,34,161,65,66
2116,0.77,59,117,48,62
1334,1.87,40,95,66,52
1643,1.98,57,168,46,71
425,0.57,67,161,45,47
2025,1.93,46,130,87,76
1412,2.6,52,131,73,69
1675,2.31,47,166,97,83
988,0.83,66,151,78,65
1580,1.98,56,83,80,67
1532,2.18,54,123,34,64
580,0.59,34,110,87,50
742,2.64,48,129,75,63
2163,2.77,56,78,84,79
1136,2.63,42,113,46,61
688,2.56,36,125,41,62
916,2.36,55,163,53,71
446,2.08,43,72,85,52
820,2.2,56,167,84,75
929,2.52,37,166,45,70
2491,2.16,60,160,51,80
588,1.32,64,128,73,56
1709,1.44,56,142,72,62
313,2.74,33,82,50,41
556,0.54,33,99,37,40
2021,2.25,47,122,78,67
1723,2.89,52,149,35,67
1530,2.27,61,120,76,73
1157,2.98,41,111,65,69
1495,2.22,49,95,52,69
763,0.59,41,128,60,47
569,2.57,37,138,91,66
1544,1.21,51,179,86,69
1506,1.62,56,160,99,67
371,1.28,70,148,94,71
1606,1.17,70,161,66,73
2421,1.58,46,72,97,71
2050,1.45,61,110,46,70
796,2.08,62,70,36,57
1287,2.53,60,134,81,78
1209,1.24,35,139,64,55
672,1.03,68,144,31,50
661,2.17,38,119,69,51
2440,2.18,61,179,66,89
1644,2.75,65,149,86,82
623,0.54,45,166,39,50
874,2.63,41,157,75,73
1035,1.8,70,128,34,59
1515,2.05,32,165,34,65
1995,0.73,56,143,56,57
2207,1.58,56,132,34,56
1018,1.07,38,94,90,52
1080,1.14,46,79,37,46
1319,1.76,34,146,60,65
1703,2.53,55,70,50,64
1726,2.36,50,168,50,68
963,1.98,30,83,80,62
2072,1.85,30,90,88,64
310,1.57,64,127,31,51
1338,2.93,38,107,59,69
884,1.9,52,70,87,59
1375,1.13,67,153,49,51
1674,1.08,70,74,69,56
1751,2.03,33,173,58,71
2154,1.81,48,113,34,69
2089,0.52,66,165,39,64
1042,2.58,34,134,90,72
2076,2.26,57,178,30,63
503,2.15,52,174,76,72
1376,0.67,67,126,86,66
1273,1.41,52,173,43,63
1698,2.84,47,114,54,72
2165,2.66,58,129,50,78
1599,1.21,57,135,45,65
1354,0.89,38,164,61,56
1458,1.62,68,116,74,69
404,1.39,39,179,93,60
552,2.21,31,95,89,57
594,2.92,42,78,48,56
1481,1.41,67,120,76,69
848,0.66,56,163,93,58
2077,2.74,70,179,59,85
598,0.59,49,77,76,45
2048,2.88,69,74,62,75
2143,2.16,39,108,50,66
400,2.85,45,137,92,64
2074,1.0,44,109,71,63
1173,0.6,42,105,90,50
391,1.72,67,90,72,49
746,1.63,49,166,97,69
408,1.33,53,95,55,48
616,2.89,70,173,62,77
2135,2.56,36,172,62,79
2243,2.15,52,144,78,80
1758,0.91,53,154,70,71
741,2.34,58,155,65,72
1545,2.32,34,125,51,67
1851,1.56,64,126,76,73
577,2.81,30,128,49,62
868,0.92,65,170,53,55
1309,1.17,47,76,72,56
1138,0.66,35,111,45,49
1907,2.49,52,82,56,66
329,2.05,39,153,74,66
2242,1.29,36,148,66,64
2433,0.91,37,171,42,64
1557,0.6,42,103,80,48
664,0.92,59,169,31,54
2100,1.63,47,122,88,77
2122,1.12,43,115,43,56
2162,1.15,40,126,78,58
1204,2.69,67,130,59,72
997,1.79,42,158,38,52
2478,2.32,62,125,53,77
2155,0.59,42,98,70,60
650,1.41,54,180,89,68
479,1.7,53,161,61,51
1803,0.97,58,83,76,57
1486,0.8,65,137,50,58
2106,2.68,35,171,71,86
1073,2.85,47,140,99,77
809,0.7,57,82,31,42
664,1.37,34,86,60,46
652,2.9,47,98,85,64
1406,0.71,66,150,59,57
1548,2.11,36,169,92,73
711,2.93,38,152,44,70
1034,2.95,64,159,47,69
417,1.68,41,178,61,57
781,0.91,69,142,43,49
491,1.01,68,71,91,59
406,2.72,53,131,81,69
681,2.78,38,89,51,63
1082,2.02,41,156,43,46
543,2.42,65,151,63,72
767,2.35,66,125,85,66
1165,2.15,38,159,82,66
1861,2.57,68,121,78,78
1533,2.21,51,94,92,70
903,1.84,46,131,45,55
1960,1.09,62,86,69,57
1396,2.36,53,108,67,67
2315,1.68,44,79,47,59
1958,1.24,58,128,52,54
2033,2.5,61,94,77,77
1913,2.24,62,179,75,82
1159,2.84,58,97,51,67
2179,0.91,44,159,83,66
1576,2.12,56,145,69,72
312,1.11,63,130,59,40
1399,2.76,33,127,84,69
1374,0.75,47,113,85,54
1086,2.14,50,152,71,68
448,2.48,37,92,71,56
2054,1.39,35,147,91,74
2469,2.89,49,86,82,74
1603,2.63,31,148,82,77
1479,1.24,51,154,93,78
381,0.52,50,107,30,33
791,1.24,35,99,98,58
2325,1.2,61,88,56,69
1224,2.72,35,101,46,67
1596,2.92,42,162,92,81
1903,0.68,30,155,70,63
1896,1.68,51,89,87,71
422,1.87,53,171,86,72
1007,0.73,70,171,67,64
1290,1.44,59,133,95,74
2340,1.29,51,105,74,65
1009,1.84,41,134,52,55
1093,2.15,55,152,49,54
1011,2.26,33,112,65,57
2017,0.84,48,95,71,56
556,2.53,45,76,51,44
1512,2.2,41,103,89,68
1170,2.72,62,105,40,70
2031,1.62,50,75,57,55
1108,2.73,65,106,74,81
570,2.66,38,131,51,61
1843,1.6,68,155,92,82
849,1.45,37,142,60,54
1437,2.83,49,176,40,68
867,2.29,39,129,65,64
658,2.82,61,162,64,76
1973,2.49,57,133,52,73
1937,2.02,39,119,58,66
1657,0.79,37,121,52,51
2012,1.23,62,86,45,54
1662,2.92,42,129,48,72
1097,1.3,64,146,92,64
1584,0.73,58,150,79,67
1186,2.27,34,123,72,75
2058,2.34,32,79,48,66
1522,1.21,66,94,47,55
586,1.24,70,87,35,48
2015,1.67,35,133,64,70
2085,0.55,45,177,43,58
1042,2.47,64,148,93,80
1805,1.29,47,128,38,60
2340,2.63,40,96,64,73
1346,2.51,52,127,31,64
595,2.15,40,130,35,57
2353,1.31,58,152,54,78
980,1.79,56,148,79,66
2191,1.61,38,178,36,72
1094,1.35,64,140,92,60
502,2.62,38,112,57,60
624,1.71,47,173,31,43
626,2.58,50,149,94,68
1286,0.76,65,157,88,60
1060,0.85,30,156,53,58
1336,2.94,56,80,91,72
1206,1.97,69,157,100,78
1703,1.77,67,74,67,63
664,1.81,58,127,91,57
1544,1.04,69,108,94,68
2420,2.3,48,117,80,78
1948,0.71,53,163,81,63
1369,1.93,30,149,92,75
573,1.93,65,89,40,59
2252,2.79,52,162,77,79
2184,1.82,42,150,83,71
423,0.84,59,88,79,50
1652,1.93,66,129,67,68
1991,0.73,40,95,37,47
2407,1.01,36,148,35,53
741,0.58,64,94,97,49
1540,1.78,40,84,98,62
1210,0.71,69,153,35,55
1325,1.67,50,163,61,66
1859,2.83,32,90,67,64
2041,2.3,59,116,86,72
2034,0.69,53,104,93,57
925,1.06,67,113,83,64
1990,2.18,32,75,43,68
1297,2.74,66,170,93,86
390,0.58,62,144,79,40
506,2.53,51,92,76,64
1388,1.9,60,177,83,81
2211,1.87,41,108,48,60
815,2.89,43,142,68,73
1480,2.37,41,87,94,74
2092,2.63,56,179,89,94
2201,1.38,42,169,62,66
2305,1.89,53,109,61,70
694,2.04,67,105,65,62
1397,1.3,38,97,53,58
486,1.93,37,133,72,55
1897,1.09,66,152,100,80
1891,0.86,44,163,100,71
1029,1.43,36,127,75,61
539,2.35,53,107,76,66
440,2.79,45,148,98,69
438,1.64,53,113,43,51
369,2.11,36,145,74,55
684,0.76,57,71,81,47
929,2.76,31,142,79,77
504,1.92,63,104,94,61
2049,2.45,67,70,93,74
867,2.49,32,115,52,56
1281,1.14,30,129,100,63
1104,1.82,60,132,99,74
2010,2.9,52,164,88,89
1181,0.72,49,161,83,56
2335,2.21,45,114,100,78
1273,2.91,61,126,55,79
939,1.25,46,106,73,46
1754,2.65,47,76,42,64
624,2.83,33,179,83,71
741,2.37,64,85,69,64
1103,1.08,69,119,33,53
525,1.34,65,83,82,47
1387,0.59,52,166,30,54
1266,2.58,44,75,35,51
859,2.62,42,130,84,63
1013,2.08,43,90,95,63
797,1.38,43,79,47,43
2407,0.69,66,101,58,57
556,2.38,34,75,82,54
876,2.32,51,71,62,53
337,2.78,57,108,32,64
2372,2.33,33,118,49,69
709,2.57,67,96,33,57
760,2.36,58,125,37,63
1740,2.08,66,83,57,65
682,1.57,64,92,95,60
2132,2.76,49,172,55,85
868,2.13,64,154,63,64
1371,1.5,64,174,100,71
732,0.71,49,120,78,54
355,1.23,31,163,78,54
2416,1.86,47,94,56,67
2051,1.19,59,122,94,69
2347,1.05,58,157,62,72
1201,1.82,68,80,78,56
1924,0.92,51,104,92,54
556,2.5,58,124,61,61
971,1.71,39,127,48,57
789,1.93,49,137,79,70
2396,0.87,45,106,51,60
1982,1.31,35,169,96,67
615,1.53,46,146,38,46
733,2.52,35,78,64,61
1325,2.43,51,97,100,77
2275,1.06,47,124,33,60
2279,2.04,61,115,66,78
1689,1.11,57,149,57,63
719,2.97,39,139,38,60
1896,2.88,70,96,64,76
1884,1.91,51,79,54,64
1143,2.25,57,92,38,59
1767,2.5,44,90,90,62
733,2.3,58,159,81,75
1878,2.25,36,114,46,66
2404,2.9,63,72,38,74
1263,1.99,61,128,83,77
1276,2.09,31,112,34,49
345,2.62,55,168,92,68
1493,2.17,40,76,76,64
716,2.33,54,96,48,53
1147,1.09,48,131,95,70
2486,1.43,49,111,74,65
546,0.87,62,166,100,59
529,1.76,46,73,62,47
1091,1.64,59,159,72,65
936,2.99,47,131,55,66
1037,2.03,61,77,74,60
1388,2.47,69,153,64,74
387,1.34,33,86,82,39
1012,2.58,61,74,39,61
2049,2.04,48,132,70,70
1527,2.24,32,78,46,54
2236,1.24,67,77,100,65
1705,1.87,57,76,95,61
900,2.09,67,106,40,58
1799,1.97,35,169,92,83
513,2.79,69,124,96,82
2421,2.75,46,136,75,77
2408,2.93,34,77,49,65
997,2.17,48,138,42,60
1542,2.93,64,74,46,54
2359,2.58,51,86,61,70
2379,1.18,53,180,45,70
1483,1.57,39,127,52,56
1300,1.1,31,132,40,39
536,0.51,57,96,43,30
1504,0.97,70,173,96,66
1781,0.51,66,172,100,71
1403,2.3,46,145,74,66
946,1.56,35,161,62,66
772,1.28,34,137,74,47
411,2.4,68,97,83,71
2145,2.58,36,158,80,73
1954,2.94,61,127,52,90
682,2.11,33,119,58,58
316,1.65,50,169,35,41
792,1.26,61,175,68,69
2196,1.06,47,136,34,56
1809,1.03,62,100,69,65
416,1.52,43,170,50,54
1878,2.98,35,81,88,72
1179,0.5,40,124,49,44
2462,0.99,49,170,53,62
2118,0.97,58,170,32,60
1872,2.29,64,73,86,66
1948,1.38,45,163,100,72
943,1.64,36,171,99,68
1659,0.87,69,111,99,72
635,1.51,65,171,92,76
446,0.76,60,160,76,55
421,1.83,35,123,48,43
380,0.74,58,91,42,39
2410,2.48,56,70,74,73
803,1.92,31,117,61,60
967,2.31,51,112,59,66
1744,1.55,38,171,71,69
1645,1.45,40,89,71,65
1489,0.75,45,87,36,42
1920,1.81,42,139,32,64
2280,1.79,47,118,66,67
1972,1.67,54,145,32,61
758,2.35,62,86,47,47
1512,2.58,39,122,71,70
763,2.38,59,91,38,56
1211,0.86,30,151,86,56
1325,2.06,62,79,53,62
371,0.7,44,93,36,40
1750,2.24,58,153,71,76
1493,1.45,31,81,87,60
2148,0.83,40,73,85,59
2322,2.66,63,111,87,89
1311,2.04,70,74,47,62
952,1.39,48,95,68,62
1598,0.58,31,169,79,60
306,1.84,49,128,62,50
1204,2.81,70,131,57,80
2328,1.99,60,149,85,84
915,2.93,33,74,54,60
2173,0.84,58,95,43,48
1069,1.92,59,152,84,78
1866,2.5,42,75,36,65
1785,1.81,44,93,33,57
1740,0.73,49,164,59,46
1065,1.96,63,164,91,73
683,2.03,57,122,86,74
987,2.32,49,76,66,61
1449,2.4,54,79,84,62
346,2.43,56,108,94,63
2272,2.16,59,155,81,80
763,1.04,70,147,32,58
2172,1.51,49,97,36,50
422,2.44,30,111,99,67
2481,2.88,64,131,99,95
1942,0.7,53,121,63,69
1140,1.84,54,91,45,57
1885,1.28,69,126,37,55
2103,1.06,41,165,50,62
322,1.76,40,80,40,37
865,2.02,59,83,79,63
2209,0.52,42,100,35,57
1264,2.45,54,177,44,66
1295,2.55,54,73,40,63
1487,2.91,46,178,56,73
2094,0.95,41,91,74,50
1125,1.99,40,162,67,73
515,1.57,39,168,33,51
956,1.34,46,133,74,60
1413,1.91,45,146,39,65
2287,2.46,49,153,83,74
610,0.56,34,152,58,43
856,2.92,70,148,41,62
1856,2.52,61,159,85,80
351,2.38,56,153,69,71
1661,2.4,33,130,66,70
1494,1.47,70,169,95,73
1948,2.38,36,75,49,61
971,1.47,43,148,41,53
1077,2.75,68,137,67,76
1131,0.94,53,75,59,45
2160,1.23,47,135,76,67
1829,1.88,67,105,100,77
2375,1.3,68,84,71,70
2272,1.56,69,145,34,69
1374,1.73,30,109,77,51
2016,2.64,46,177,80,77
1583,1.81,55,110,41,63
890,1.41,51,76,39,44
2286,1.12,68,91,66,63
1301,1.52,47,141,95,66
1346,1.79,67,175,96,77
2476,2.37,57,80,43,60
2155,0.8,50,71,76,66
800,1.05,67,99,49,49
778,1.45,62,137,81,63
1894,1.4,59,122,97,72
812,1.48,37,158,55,60
900,2.48,59,90,76,69
1740,1.31,68,94,32,55
1423,1.75,38,142,31,51
488,2.06,62,141,70,70
1288,1.08,58,74,59,52
2181,2.3,60,179,66,85
687,1.87,32,161,32,46
2105,1.62,67,135,38,70
2333,2.52,40,154,37,65
2054,1.11,34,118,38,51
686,2.71,60,77,46,59
1794,1.9,49,167,53,78
1152,2.02,33,156,43,62
751,2.69,37,148,83,76
2058,2.54,64,96,47,73
512,2.0,42,71,68,45
340,2.38,34,97,76,50
1445,1.58,69,80,56,63
899,1.87,48,115,100,60
2324,0.66,47,90,63,49
2330,0.72,62,111,48,54
2082,2.57,33,101,35,64
2151,0.65,47,101,59,51
2079,0.92,53,140,41,65
2204,2.49,58,91,44,71
2391,0.5,60,147,68,67
443,1.21,57,146,93,62
632,1.96,38,90,93,61
1297,1.99,55,91,44,60
1719,2.44,31,103,87,65
354,1.76,35,79,96,59
1630,1.77,58,134,30,64
1746,2.31,55,134,36,65
1740,1.75,57,157,38,69
2033,2.02,36,136,30,55
1994,2.74,63,164,34,81
379,1.5,39,112,76,52
1284,1.46,70,110,39,46
1164,0.51,69,82,31,53
1887,2.03,51,73,52,54
771,0.57,56,92,85,53
2421,1.76,68,139,48,80
1876,2.51,51,103,67,58
1802,1.87,48,110,76,68
888,1.17,65,87,81,61
1710,2.47,38,169,78,82
2205,1.17,48,159,100,81
863,2.33,31,166,52,66
766,2.03,57,102,79,60
898,0.92,68,94,46,51
1944,2.76,51,121,77,88
1291,1.0,35,86,31,48
2232,2.97,36,120,98,79
1904,0.52,35,72,91,58
366,1.16,62,124,42,54
769,1.0,43,155,90,54
2024,0.53,30,125,40,48
1931,2.33,54,104,56,67
1074,2.23,35,137,64,67
1436,2.48,57,128,47,65
2311,1.14,47,161,97,72
1786,1.61,56,128,90,77
431,2.15,31,82,70,45
1229,1.6,69,131,72,67
1228,2.24,50,163,78,69
2468,2.08,52,116,40,74
1520,0.79,31,145,96,57
1805,2.45,45,72,80,68
933,2.3,33,90,81,47
1362,2.14,63,173,72,75
1484,0.89,34,134,87,57
588,1.17,63,87,99,57
2111,1.48,51,82,58,67
827,1.2,49,140,60,57
1216,1.07,68,146,57,62
2008,2.51,42,150,79,74
1706,2.1,63,178,65,88
1541,1.91,35,165,48,54
1410,1.06,58,162,96,63
1098,2.8,62,114,41,62
1823,0.98,30,131,53,55
311,2.49,36,99,94,60
1132,2.92,51,144,50,66
1541,2.32,61,83,55,65
1972,2.98,43,122,64,81
2453,2.13,53,79,87,75
990,1.04,48,141,71,50
827,1.01,56,100,58,49
1795,1.31,52,75,58,52
1192,0.52,50,152,38,42
686,2.2,58,88,31,52
1549,1.17,30,81,31,39
2077,2.54,60,133,47,73
707,1.4,56,172,98,70
1976,1.7,65,151,86,79
1197,2.91,56,124,100,85
1010,1.11,44,136,52,43
1982,2.3,54,78,48,63
1217,2.39,44,75,48,62
716,1.05,69,70,87,46
715,1.75,48,111,78,57
1771,1.38,40,173,74,69
1835,2.43,70,162,57,73
384,2.06,62,124,79,59
466,1.69,70,118,40,47
1395,2.45,52,168,84,79
1109,1.09,41,168,38,40
1844,2.38,31,99,43,57
2116,2.66,50,104,50,67
1292,2.7,43,132,77,76
1581,2.46,63,172,87,75
574,1.52,44,91,98,62
2073,2.95,50,112,38,75
2056,1.45,52,97,96,74
1191,2.1,50,87,47,54
388,0.9,43,101,41,37
1007,2.95,50,138,45,63
686,2.26,41,123,66,62
2434,2.38,34,103,49,66
2173,0.66,31,100,49,46
1477,2.41,51,179,44,69
739,2.44,35,166,54,64
1276,2.18,31,73,46,46
1034,1.23,58,83,41,43
932,1.72,65,84,71,66
1292,0.78,36,129,68,47
472,1.68,45,89,85,61
303,1.11,62,89,82,48
1963,1.37,62,118,100,66
2315,0.91,43,168,76,76
1795,1.08,41,137,54,66
1360,0.69,35,87,79,46
1354,2.8,41,93,62,71
680,1.83,60,96,58,56
1591,1.49,41,102,32,52
1892,1.84,39,133,68,68
465,2.07,69,94,33,52
1342,2.8,56,138,66,75
1951,0.95,36,87,35,47
1507,1.24,65,114,39,53
844,2.94,62,179,41,69
396,1.43,56,89,95,50
1601,0.56,37,104,32,33
2356,0.87,34,75,94,60
756,0.57,37,160,93,50
2118,2.97,69,161,64,78
572,1.2,50,144,53,47
1331,2.81,53,78,76,66
507,2.99,36,121,81,63
2237,2.0,48,97,63,75
1960,0.58,60,88,54,50
1446,0.7,65,172,98,77
1356,1.7,56,154,58,61
1836,1.52,58,132,93,75
503,2.02,52,164,82,61
2132,1.6,49,175,87,86
742,2.84,35,76,70,65
988,1.84,41,106,80,63
1132,2.23,41,158,47,73
1761,2.74,32,161,70,80
1459,0.87,68,105,90,65
686,1.07,64,86,53,41
2341,0.77,48,159,76,56
1648,0.85,33,161,57,50
2018,1.78,60,106,65,60
979,1.3,67,150,50,55
989,1.56,62,129,85,71
1868,2.96,35,118,98,74
1469,0.89,37,150,55,52
1192,1.85,57,166,83,72
1252,0.75,44,125,73,54
1554,1.3,60,103,62,56
1083,1.82,37,156,55,66
2346,2.87,35,99,51,71
2171,1.48,58,96,49,63
794,0.66,63,120,31,57
1046,1.47,36,78,70,59
2154,0.86,69,89,83,65
2491,1.07,39,156,86,74
956,2.05,42,116,47,51
2182,0.67,51,88,34,40
2096,1.66,50,170,75,78
567,2.02,30,178,50,52
2062,1.55,70,137,51,72
2380,0.55,31,146,32,63
676,2.96,58,171,38,59
1885,1.42,40,81,31,39
1763,2.45,66,142,57,71
788,1.31,36,148,63,58
1021,1.69,64,154,82,75
1245,1.47,59,148,88,72
2386,1.36,45,74,39,57
1935,0.55,44,138,31,51
1340,1.4,69,94,77,63
2414,2.72,49,157,35,82
1977,2.23,57,170,73,76
1298,0.86,66,100,83,59
2077,1.98,32,115,100,66
1256,2.73,58,103,65,71
1889,2.25,66,110,37,67
1461,0.87,38,147,39,64
2168,2.67,56,160,62,74
852,1.25,61,180,48,64
1933,1.64,68,137,47,65
994,1.82,60,156,80,73
616,2.63,55,107,52,64
1067,2.83,69,115,30,64
2271,2.82,32,138,88,76
1803,0.52,40,96,32,39
422,2.8,58,112,39,59
2168,0.64,56,147,100,67
1971,1.16,39,140,78,63
1382,1.79,64,179,85,70
2028,1.7,52,114,45,65
2296,2.01,35,87,68,61
2442,1.7,40,101,73,66
1448,2.84,56,71,37,69
2388,1.1,60,110,37,61
2214,1.19,59,176,74,78
553,2.8,32,89,40,47
306,0.69,42,162,54,47
2416,2.02,69,127,46,76
841,2.2,50,176,84,67
388,1.76,40,159,85,61
2238,2.24,32,107,73,67
512,0.93,67,70,82,51
565,2.63,60,138,64,60
1530,0.85,53,123,68,52
1304,1.5,41,83,31,40
2394,0.69,56,94,54,52
921,1.86,50,78,67,52
726,2.17,54,163,97,75
509,2.85,59,152,61,70
1187,2.35,59,130,70,70
1743,1.85,39,121,100,66
453,2.83,32,173,36,60
714,1.7,42,77,47,53
1480,1.9,56,85,46,59
1584,1.99,47,77,88,69
1068,1.52,53,92,40,48
1282,2.6,43,142,80,70
1811,0.96,68,165,36,65
878,1.89,33,170,56,55
1338,2.31,45,103,88,68
841,2.76,39,179,66,72
658,2.71,66,87,34,56
1149,1.77,56,178,91,69
726,2.11,30,113,84,55
785,1.49,34,84,45,37
2131,1.67,42,84,85,67
1772,2.77,32,162,80,82
1736,2.83,46,92,97,74
629,2.74,48,156,75,84
2055,0.85,66,134,90,66
1470,2.63,34,155,62,66
558,2.87,53,140,84,75
442,1.4,62,178,47,60
2316,1.8,50,101,41,67
926,2.45,32,161,50,67
1688,1.91,33,101,55,54
389,2.98,61,102,50,64
1019,1.64,53,112,51,48
780,2.28,64,82,84,70
2431,2.48,47,161,75,88
1400,1.74,32,78,70,60
972,2.64,68,131,34,65
816,1.87,55,126,73,67
1913,1.53,53,117,45,62
1081,0.77,30,112,64,53
2451,1.48,63,136,34,65
2335,2.33,41,150,91,80
986,2.8,46,167,55,72
1889,1.13,50,101,90,58
1199,1.39,50,142,80,62
1801,0.88,32,174,98,67
522,2.23,57,129,85,59
1376,2.9,54,70,79,70
1400,2.1,35,126,65,65
2041,2.04,59,175,53,80
802,1.88,61,153,59,56
1639,0.72,51,138,98,70
923,2.32,67,173,77,65
2186,2.01,43,178,51,68
1350,2.15,63,154,62,81
1393,2.75,55,138,98,81
2285,2.46,69,137,79,79
1688,2.45,42,130,52,60
1629,2.82,59,77,39,59
1447,2.97,48,158,65,72
318,1.95,70,76,46,56
1580,0.77,68,106,82,64
1345,1.65,32,111,37,56
1288,2.47,60,101,73,64
1873,0.57,41,86,90,46
1371,0.64,44,97,35,46
1506,0.67,67,139,100,67
1758,2.33,69,175,66,76
2454,1.75,43,117,83,78
1511,1.42,64,123,52,68
1075,0.76,45,111,86,62
2159,2.33,53,105,80,70
2166,1.3,46,135,87,76
1460,1.16,47,100,48,54
2181,2.13,46,134,56,68
2080,1.9,45,72,54,66
901,1.41,50,82,50,44
1894,2.1,53,100,54,62
839,1.18,63,98,80,61
1395,2.49,65,126,100,76
2105,1.07,56,177,64,72
323,0.9,68,102,99,53
923,2.46,46,122,79,67
2135,2.27,54,79,44,66
1379,0.96,67,171,53,58
1285,0.79,50,132,78,58
522,2.6,33,142,97,65
478,2.44,54,134,36,53
2260,1.32,59,177,83,72
1773,2.15,62,170,67,72
1092,0.81,68,165,74,60
1183,1.77,55,166,38,64
1512,0.55,54,71,84,46
1901,1.48,45,179,81,73
1109,0.69,53,71,78,51
1260,1.69,34,138,84,68
719,1.55,68,143,99,66
1487,1.61,42,171,32,60
1578,0.61,59,106,97,55
1740,1.4,36,71,67,48
1640,2.39,46,174,99,83
1341,1.42,56,130,78,74
1393,2.29,64,175,37,74
1661,1.42,34,109,74,53
891,1.56,34,132,58,48
826,1.91,53,94,78,63
1592,2.88,36,107,53,70
1954,0.77,36,106,50,51
1110,0.58,43,151,52,49
487,2.02,44,96,57,54
1892,2.87,34,153,61,70
828,2.97,66,119,51,74
733,1.71,33,103,91,58
2241,1.67,59,113,96,72
2104,2.11,49,141,35,67
602,1.89,55,73,94,76
386,2.09,38,163,51,55
737,2.68,59,121,80,73
1345,2.37,51,124,97,78
1132,1.74,69,169,86,75
1096,1.65,70,142,84,68
859,2.1,59,174,71,66
1061,1.64,49,81,81,56
